帖子发布日期,平台,标题,标签,一句话描述,推荐度,判断理由,链接,用户备注
2026-07-01,Switch,街 漓芳传 YinYang Street Separate Ways,解谜；文字冒险；中式悬疑；民俗,以 80 年代纺织厂和边境小城为背景的中式微恐解谜剧情游戏。,4,年代感、地方感、民俗和人物关系都很强，且明确是剧情与解谜驱动，比较对味。,https://www.gamer520.com/117078.html,
2026-07-01,Switch,节奏天国 奇迹之星,节奏；音乐；迷你游戏,一款以节奏判定和迷你游戏为核心的音乐游戏。,2,主要依赖反应和节奏操作，体验重心太偏操作挑战，不太适合你。,https://www.gamer520.com/117050.html,
2026-07-01,Switch,心动恋旅 樱花篇,FMV；恋爱；实景拍摄；互动影像,以日本实景拍摄和多位女主路线组成的真人互动恋爱游戏。,1,典型真人恋爱 FMV，重点在暧昧互动和角色卖点，属于你明确不考虑的类型。,https://www.gamer520.com/117046.html,
2026-07-01,PC,回到明朝升升官,模拟；策略；卡牌；历史,以明朝官场升迁为主题的模拟策略游戏，融合卡牌结算、属性连锁和历史事件推进。,4,有明确的策略取舍、资源压力和历史事件推进，题材也带生活/官场经营感；卡牌结算虽然偏抽象，但整体很贴口味。,https://www.gamer520.com/117032.html,
2026-07-01,PC,修仙 灵山秘境,冒险；休闲；模拟；修仙,在灵山中采集资源、种植灵植、炼制丹药并逐步突破境界的轻松修仙模拟游戏。,1,核心就是修仙、境界成长和养成循环，正好落在我明确不优先的放置/修仙边界里。,https://www.gamer520.com/117030.html,
2026-07-01,PC,灰度决策,休闲；模拟；策略；经营,程序员开设‘赛博符箓’公司，在参数平衡、员工招募和商业竞争中研发数字灵符。,4,把经营、参数调校和道德抉择揉在一起，既有系统性也有奇怪的生活气味，形式新鲜，比较对口。,https://www.gamer520.com/117028.html,
2026-07-01,PC,江湖奇侠录,冒险；角色扮演；模拟；武侠,复刻老式回合制传统武侠 RPG，围绕江湖探索、支线奇遇、刷怪升级和门派往来展开。,1,传统武侠加回合制，再叠上刷怪练级，核心几乎踩满我最不想碰的组合。,https://www.gamer520.com/117026.html,
2026-07-01,PC,黑暗之光 幸存者,动作；生存；肉鸽；赛博朋克,在多元宇宙崩坏的末日背景下穿梭世界、收集能量推进列车的生存肉鸽游戏。,1,核心是生存肉鸽和反复战斗，明显偏纯操作与重复刷，不符合你的偏好。,https://www.gamer520.com/113748.html,
2026-07-01,Switch,尼奥宠物 超级迷你游戏合集,迷你游戏；合集；休闲,以一组迷你游戏组成的休闲合集。,1,只有迷你游戏合集信息，缺少叙事、氛围和推进结构，辨识度也不高。,https://www.gamer520.com/113210.html,
2026-07-01,Switch,可爱特攻队 自由前线,TPS；射击；美少女；收集,在霓虹都市中执行任务、收集服装并解锁图鉴的美少女第三人称射击游戏。,1,虽然有剧情包装，但卖点仍是射击与角色收集，而且明显带擦边导向，不符合你的偏好。,https://www.gamer520.com/111690.html,
2026-07-01,Switch,魔王城物语 Demon Castle Story,模拟；经营；策略；奇幻,经营魔王城、培养部下并扩建设施的模拟策略游戏。,4,经营和长期规划占比高，能提供明确的资源调度与成长推进，属于我会认真看的那类。,https://www.gamer520.com/111552.html,
2026-07-01,PC,"嘘, 美女拍摄中 完整版",FMV；恋爱模拟；职场；互动影像,新人在公司拍摄网红与同事照片、推进好感和分支剧情的真人互动恋爱游戏。,1,属于你明确排斥的真人 FMV 恋爱卖点，重点也是暧昧互动与角色收集，不考虑。,https://www.gamer520.com/103873.html,
2026-07-01,Switch,全民高尔夫 环球之旅,体育；高尔夫；休闲；对战,以高尔夫为核心、支持单人挑战和多人对战的休闲运动游戏。,2,轻松但主要是反复打球与对战，体验核心太单一，不算你的优先方向。,https://www.gamer520.com/99065.html,
2026-07-01,PC,光与影 33号远征队,动作；角色扮演；叙事；奇幻,率领第33号远征队踏上消灭绘母的征途，在即时机制融合回合制的角色扮演冒险中探索法兰西‘美好年代’风格世界。,3,有明确的世界观气质、探索和叙事牵引，题材也够鲜明；但核心仍带动作与战斗执行，和我最偏好的经营/生活感相比稍偏重。,https://www.gamer520.com/91821.html,
2026-07-01,Switch,焕然异星,模拟；经营；建造；科幻,围绕火星地形改造、城市扩展和资源网络建设展开的科幻模拟游戏。,4,明确的经营、资源取舍和系统推进，题材也有空间感与目标感，比较符合你的口味。,https://www.gamer520.com/68185.html,
2026-07-01,PC,觉醒者 遗忘之誓,动作；肉鸽；奇幻冒险,一款设定在魔幻世界希瓦隆德的高自由度动作肉鸽游戏。,2,动作肉鸽核心偏向纯战斗和重复推进，叙事与生活气息不强，不太贴合你的口味。,https://www.gamer520.com/67392.html,
2026-07-01,PC,欧洲卡车模拟2,模拟；驾驶；运输；经营,驾驶卡车在欧洲各地运货、升级车队并扩展运输事业的长线模拟游戏。,2,虽然有路线和经营，但核心仍是驾驶与重复跑单，节奏和情绪牵引都不强。,https://www.gamer520.com/66421.html,
2026-07-01,PC,边缘世界,生存；经营；策略；殖民模拟,在边远星球上管理殖民地、处理资源与事件的高自由度生存经营游戏。,3,有经营压力和人际事件，但更偏系统模拟和资源管理，不算最贴合口味，适合看你是否吃这种压力结构。,https://www.gamer520.com/43897.html,
2026-07-01,Switch,信长之野望15 大志 威力加强,策略；战国；经营；历史,以战国时代为舞台的传统历史策略游戏。,2,虽然是策略，但更偏传统大体量历史经营，不太符合你更看重的叙事牵引和生活气息。,https://www.gamer520.com/5545.html,
2026-06-30,PC,放置地牢,角色扮演；策略；刷宝；地牢,围绕构筑 Build、刷传奇装备和天赋树联动的地牢刷宝 RPG。,1,重点是刷装备、堆 Build 和高频战斗，体验重心太偏数值和重复推进。,https://www.gamer520.com/116982.html,
2026-06-30,PC,放置:纸色新境,放置；自动战斗；刷装备；抢先体验,以挂机刷装备和多单位自动战斗为核心，强调遗物、天赋、协同与无尽模式。,1,核心是放置刷装与自动战斗，重复性强，和你偏好的叙事、生活感、探索推动都不匹配。,https://www.gamer520.com/116979.html,
2026-06-30,PC,云之国 完美数字版,动作；合作；建造；经营,可合作的动作冒险游戏，结合制作、物理战斗和天空商店经营。,2,题材和系统都不差，但主体还是动作合作和混战，不如经营与叙事部分突出。,https://www.gamer520.com/103294.html,
2026-06-30,PC,美少女梦工场 预言之子,养成；模拟；日程；关系,时隔多年回归的养成模拟游戏，核心是把一位少女抚养到成年。,4,有明确的生活节奏、成长选择和关系经营，属于你很容易吃到的“生活模拟 + 养成”类型。,https://www.gamer520.com/95617.html,
2026-06-30,PC,饿狼传说 群狼之城,格斗；对战；动作；RPG模式,SNK 经典格斗系列新作，加入 REV 系统和单人 EOST 模式。,1,本质仍是格斗对战与操作挑战，属于你明确不优先的纯反应类游戏。,https://www.gamer520.com/91654.html,
2026-06-30,PC,雾锁王国,生存；建造；开放世界；合作,合作生存动作 RPG，重点是体素建造、搜刮资源和对抗迷雾中的敌人。,2,虽然有建造和世界推进，但战斗比重高、合作生存结构更偏动作与刷取，不是最贴口味。,https://www.gamer520.com/71359.html,
2026-06-30,PC,沉没之地,生存；建造；开放世界；合作,广阔世界中的合作生存动作 RPG，强调搜刮、建造和对抗腐化威胁。,3,有探索、建造和世界推进感，氛围也够强，但核心仍偏生存战斗，分数保守处理。,https://www.gamer520.com/63706.html,
2026-06-30,PC,王座陨落,策略；塔防；建造；轻量经营,白天建设王国、夜晚抵御敌潮的极简策略塔防。,3,有明确的资源分配、建设与防守节奏，虽然故事感不强，但结构紧凑，适合短时试玩。,https://www.gamer520.com/62803.html,
2026-06-29,PC/Switch,拾光旅人卡带版 Outbound,探索；建造；生存；合作,近未来背景的开放世界休闲探索游戏，围绕电动露营车、模块化建造、种植和合作旅行展开。,4,有旅行感、生活气息和温和的建造探索循环，气质比较完整，也符合我喜欢的“继续往前走会发现东西”。,https://www.gamer520.com/116933.html,
2026-06-29,PC,大荒消劫录,三消；策略；Roguelike；国风,在国风画卷中展开的三消战斗与策略对战游戏，通过英雄搭配、技能协同和六十四卦系统构成战术循环。,3,核心是消除加策略，属于有系统和搭配空间的类型，不是我最偏好的叙事驱动，但机制上有一点新意。,https://www.gamer520.com/116928.html,
2026-06-29,PC,星辉契约:幻灵庭院,放置；养成；挂机；二次元,柔和二次元放置养成游戏，围绕自动战斗、派遣委托、资源收集和羁绊成长展开。,1,核心是挂机养成和自动循环，体验重心几乎不在我喜欢的叙事、探索或人物关系上。,https://www.gamer520.com/116923.html,
2026-06-29,PC,圣眷者,动作；ARPG；黑暗奇幻；自定义,一款黑暗奇幻砍杀动作角色扮演游戏，包含角色自定义、同伴编队和基地经营。,1,尽管有自定义和基地，但核心还是动作砍杀，且明显偏战斗与卖点展示，不符合我的口味边界。,https://www.gamer520.com/116294.html,
2026-06-29,PC,开局养成满级修士,修仙；模拟；放置；宗门经营,围绕宗门、修士培养和地图改造展开的放置模拟游戏，单位会在开放世界里自行行动。,1,本质还是修仙放置和自动成长，正好落在我最不感兴趣的一类里。,https://www.gamer520.com/113715.html,
2026-06-29,PC,宏图策 三国,大战略；外交；资源管理；三国,以三国历史为蓝本的2D大战略游戏，融合内政、军事、外交与沙盘推演。,4,策略、外交和资源经营占比高，属于我会认真看一眼的类型，尤其适合喜欢层级决策的人。,https://www.gamer520.com/109719.html,
2026-06-29,PC,罗密欧是个绝命侠,动作冒险；章节叙事；科幻；怪诞,第三人称单人动作冒险游戏，讲述时空碎裂后的科幻追查故事，穿插战斗和支线任务。,2,故事设定和章节推进有吸引力，但主要落点还是动作战斗，离我最偏好的体验核心还有距离。,https://www.gamer520.com/107961.html,
2026-06-29,PC,"阿西, 美女室友竟然…？2",FMV；恋爱模拟；互动剧情,合租公寓背景的真人互动恋爱游戏，加入了新角色、分支和奖励影片。,1,主要卖点是真人恋爱与角色互动，偏我明确不喜欢的方向，几乎没有可取的体验核心。,https://www.gamer520.com/102398.html,
2026-06-29,PC,合金装备3 重制版,潜行；动作冒险；重制版；生存匿踪,以《METAL GEAR SOLID 3 SNAKE EATER》为蓝本的重制版，在丛林中展开冷战背景下的潜行求生动作体验。,2,有故事和氛围，但核心仍是潜行与动作执行，不是我最想投入的体验类型。,https://www.gamer520.com/98473.html,
2026-06-29,PC/Switch,三国志8 威力加强重制版,策略；武将扮演；人际关系；三国,可扮演包括君主在内的武将，体验宿命、演义传与关系图等系统交织出的三国戏剧。,4,人物关系、选择后果和三国武将扮演都很对口，属于我会认真看的策略向作品。,https://www.gamer520.com/83813.html,
2026-06-29,PC,饥荒联机版,生存；探索；合作；沙盒,多人联机生存游戏，和朋友一起战斗、耕种、建设并探索充满危险与秘密的世界。,2,虽然有氛围和探索，但核心仍是重复生存循环和资源维持，不是我最愿意投入的类型。,https://www.gamer520.com/75164.html,
2026-06-29,PC,三国志汉末霸业,策略；经营；三国；内政,君主扮演路线的单机回合制策略游戏，强调内政管理、城市经营、外交和兵种调度。,4,有明确的经营、资源与策略取舍，而且是我能接受的长线推进结构，题材也有历史感。,https://www.gamer520.com/70233.html,
2026-06-28,PC,千棋百计 Gambonanza,策略；肉鸽；棋盘；复古,在微型棋盘上进行棋子对决，靠升级、弃兵和道具组合打出高连锁策略。,4,棋盘与肉鸽结合得很新鲜，系统性强，属于我会优先关注的机制型作品。,https://www.gamer520.com/113288.html,
